,8_yakutsk_db,8_yakutsk_hr,7_ostersund_db,7_ostersund_hr,6a_oslo_db,6a_oslo_hr,5b_dunhuang_db,5b_dunhuang_hr,5c_birmingham_db,5c_birmingham_hr,4a_paris_db,4a_paris_hr,1a_miami_db,1a_miami_hr
984,-35.9,9.2e-05,-4.2,0.00142,-2.3,0.002988,10.4,0.001901,0.7,0.003986,6.0,0.003703,23.9,0.015801
985,-35.8,9.3e-05,-4.8,0.001286,-2.3,0.002988,9.2,0.001679,1.1,0.004148,6.4,0.003926,23.9,0.015816
986,-36.1,9e-05,-5.6,0.00117,-2.3,0.00299,8.0,0.002041,1.5,0.004196,6.0,0.004277,23.3,0.015609
987,-36.3,8.8e-05,-6.3,0.001063,-2.2,0.003016,8.0,0.002041,1.9,0.004194,6.0,0.00399,23.3,0.015624
988,-36.6,8.5e-05,-7.1,0.000934,-2.2,0.003016,7.0,0.002038,2.2,0.004182,6.0,0.00422,23.3,0.015609
989,-36.8,8.3e-05,-7.9,0.00092,-2.0,0.003067,6.0,0.002025,2.5,0.004225,6.0,0.004622,23.9,0.016182
990,-36.9,8.1e-05,-8.7,0.000904,-1.9,0.003096,7.2,0.002066,2.0,0.004381,6.0,0.004626,23.9,0.016166
991,-37.1,7.9e-05,-9.5,0.000876,-1.7,0.003148,7.0,0.002038,1.7,0.004639,6.2,0.004516,23.9,0.016149
992,-37.3,7.7e-05,-10.4,0.00088,-1.4,0.003228,9.0,0.002185,2.8,0.004841,6.0,0.004622,24.4,0.016262
993,-37.5,7.7e-05,-11.2,0.000863,-1.2,0.003283,11.0,0.002243,3.3,0.004963,6.0,0.004622,25.0,0.016244
994,-37.7,7.5e-05,-12.1,0.000856,-0.9,0.003366,13.0,0.002264,3.6,0.004958,6.3,0.004724,26.1,0.016701
995,-37.2,7.9e-05,-11.0,0.000851,-0.7,0.003422,15.0,0.002243,4.1,0.004964,7.0,0.004959,27.2,0.016691
996,-36.6,8.5e-05,-10.0,0.000843,-0.5,0.00348,15.4,0.002189,4.7,0.004644,8.0,0.004982,27.8,0.01684
997,-36.1,9e-05,-8.9,0.000825,-0.3,0.003541,17.0,0.002171,4.7,0.004658,8.3,0.005018,28.3,0.016132
998,-35.5,9.8e-05,-9.0,0.000846,-0.2,0.003571,19.0,0.002469,4.4,0.004694,9.0,0.004986,29.4,0.016694
999,-34.9,0.000109,-9.0,0.000858,0.0,0.003634,19.6,0.002412,3.8,0.004644,9.0,0.004632,28.3,0.016873
1000,-34.3,0.000119,-9.1,0.000878,0.1,0.003661,19.0,0.002469,3.6,0.004545,9.2,0.004409,27.8,0.017338
1001,-35.0,0.000108,-9.9,0.000911,0.1,0.003624,18.0,0.002181,3.3,0.004824,9.0,0.004279,27.2,0.017386
1002,-35.8,9.5e-05,-10.6,0.00093,0.1,0.003624,17.8,0.002424,3.3,0.004755,9.0,0.004279,26.1,0.017336
1003,-36.5,8.5e-05,-11.4,0.000961,0.1,0.003665,17.0,0.002687,3.1,0.004672,8.2,0.003851,23.3,0.014952
1004,-37.1,8e-05,-11.8,0.000946,0.0,0.0036,16.0,0.001919,3.2,0.004557,8.0,0.003733,23.9,0.016085
1005,-37.6,7.6e-05,-12.1,0.000921,-0.1,0.003608,14.8,0.002445,3.1,0.004557,8.0,0.003996,22.2,0.013965
1006,-38.2,7.2e-05,-12.5,0.000907,-0.2,0.003578,14.0,0.002213,2.9,0.004669,7.6,0.003888,21.7,0.013523
1007,-37.8,7.4e-05,-12.8,0.000871,-0.3,0.003548,13.0,0.002271,2.9,0.004588,8.0,0.003996,21.1,0.013012
1008,-37.3,7.9e-05,-13.0,0.000847,-0.3,0.003548,13.4,0.002232,2.8,0.004409,7.0,0.004039,20.6,0.01261
1009,-36.9,8.1e-05,-13.3,0.000807,-0.4,0.003519,13.0,0.002273,2.7,0.004439,7.0,0.004162,20.0,0.012596
1010,-36.5,8.5e-05,-13.8,0.00077,-0.5,0.003493,12.0,0.002221,2.6,0.004388,7.0,0.004285,19.4,0.012127
1011,-36.2,8.9e-05,-14.2,0.000735,-0.5,0.003493,12.1,0.002049,2.4,0.00431,7.0,0.004285,18.9,0.011346
1012,-35.8,9.3e-05,-14.7,0.000693,-0.6,0.003464,12.0,0.002221,2.4,0.004124,6.2,0.004175,18.3,0.011307
1013,-35.9,9.2e-05,-15.4,0.000655,-0.7,0.003436,10.6,0.002447,2.3,0.004199,6.0,0.00429,18.3,0.010899
1014,-36.0,9.1e-05,-16.0,0.000613,-0.8,0.003407,9.2,0.002918,1.7,0.004254,6.0,0.004002,17.8,0.010556
1015,-36.1,9e-05,-16.7,0.000574,-0.9,0.003379,9.0,0.003104,2.1,0.00428,5.7,0.003971,17.8,0.01094
1016,-36.3,8.7e-05,-16.1,0.000582,-0.9,0.003379,10.0,0.002262,2.6,0.004342,5.0,0.003728,18.3,0.010493
1017,-36.6,8.4e-05,-15.4,0.000589,-1.0,0.003351,12.0,0.00268,3.0,0.004527,4.0,0.003425,18.3,0.010493
1018,-36.8,8.2e-05,-14.8,0.000591,-1.0,0.003351,13.0,0.003458,3.7,0.004496,3.8,0.003327,18.9,0.010891
1019,-36.1,8.9e-05,-13.3,0.000697,-1.0,0.003351,15.0,0.003375,3.8,0.004405,5.0,0.002925,19.4,0.011253
1020,-35.3,9.8e-05,-11.8,0.000794,-1.0,0.003351,16.0,0.002395,4.7,0.004088,6.0,0.002908,20.0,0.012142
1021,-34.6,0.000107,-10.3,0.000884,-1.0,0.003351,18.0,0.00245,5.3,0.003833,6.6,0.002315,21.1,0.013487
1022,-33.9,0.000114,-8.4,0.001052,-0.8,0.003337,19.0,0.002173,5.6,0.003553,7.0,0.002076,20.6,0.01353
1023,-33.1,0.000123,-6.5,0.001182,-0.7,0.00333,18.6,0.002402,5.3,0.002901,8.0,0.001897,20.6,0.01353
1024,-32.4,0.000132,-4.6,0.001302,-0.5,0.00335,19.0,0.002464,5.1,0.002957,7.2,0.001546,20.6,0.01353
1025,-32.4,0.000132,-4.3,0.001437,-0.6,0.003287,18.0,0.002447,4.4,0.002739,6.0,0.001595,20.6,0.01353
1026,-32.3,0.000134,-3.9,0.001593,-0.8,0.003197,17.4,0.002616,3.2,0.002656,5.0,0.001754,20.6,0.013516
1027,-32.3,0.000134,-3.6,0.001724,-0.9,0.003136,16.0,0.003114,1.9,0.002724,3.7,0.001698,20.0,0.013457
1028,-32.5,0.000131,-3.0,0.00197,-1.3,0.003067,15.0,0.003142,0.6,0.00322,3.0,0.001708,20.6,0.013977
1029,-32.6,0.000129,-2.3,0.002244,-1.6,0.002991,13.2,0.003095,-0.7,0.003155,3.0,0.001708,21.1,0.01346
1030,-32.8,0.000127,-1.7,0.002481,-2.0,0.002924,12.0,0.00286,0.1,0.00306,1.8,0.001609,20.6,0.013503
1031,-32.7,0.00013,-1.3,0.002564,-2.0,0.002921,11.0,0.002846,0.5,0.00317,1.0,0.001599,20.6,0.013977
1032,-32.7,0.00013,-1.0,0.002653,-2.1,0.002928,10.6,0.002855,0.8,0.00308,1.0,0.001599,20.6,0.013977
1033,-32.6,0.000131,-0.6,0.002721,-2.1,0.002928,10.0,0.002905,1.1,0.003159,-0.1,0.001659,20.6,0.01353
1034,-32.7,0.00013,-1.0,0.002793,-2.4,0.002885,9.0,0.002866,-0.3,0.003262,-1.0,0.001576,20.6,0.01353
1035,-32.7,0.00013,-1.5,0.00283,-2.6,0.002864,8.0,0.003103,-0.3,0.003283,-1.0,0.001713,20.6,0.01353
1036,-32.8,0.000126,-1.9,0.0029,-2.9,0.002822,8.0,0.003383,-0.2,0.003144,-1.4,0.001691,20.6,0.013516
1037,-33.7,0.000113,-1.7,0.002869,-3.6,0.002659,8.0,0.003383,-0.4,0.003262,-2.0,0.001734,20.0,0.013457
1038,-34.7,0.0001,-1.6,0.002862,-4.4,0.00251,6.0,0.003379,-0.5,0.00338,-2.0,0.001736,20.6,0.013516
1039,-35.6,8.9e-05,-1.4,0.00283,-5.1,0.002337,5.0,0.003148,-0.2,0.003351,-1.8,0.001731,20.6,0.013516
1040,-36.1,8.3e-05,-1.5,0.002803,-4.8,0.002346,9.0,0.003087,0.1,0.003427,-1.0,0.001713,21.7,0.013975
1041,-36.7,7.7e-05,-1.7,0.002756,-4.5,0.002357,10.4,0.004978,0.8,0.003689,-1.0,0.001713,22.8,0.014087
1042,-37.2,7.3e-05,-1.8,0.00273,-4.2,0.002363,12.0,0.003128,2.0,0.004079,-0.4,0.001801,23.3,0.013986
1043,-36.5,7.9e-05,-1.3,0.002684,-3.2,0.002431,14.0,0.002619,3.2,0.00416,1.0,0.001881,24.4,0.013044
1044,-35.8,8.5e-05,-0.7,0.002667,-2.2,0.00249,15.0,0.002686,5.0,0.003939,2.0,0.002065,25.0,0.013531
1045,-35.1,9.1e-05,-0.2,0.002645,-1.2,0.00254,16.0,0.002388,4.9,0.004245,3.3,0.002126,26.1,0.012553
1046,-34.2,9.8e-05,0.1,0.002635,-0.7,0.002648,16.0,0.00239,5.3,0.004618,4.0,0.002234,24.4,0.013444
1047,-33.2,0.000107,0.3,0.002816,-0.1,0.002746,17.0,0.002676,4.1,0.004684,5.0,0.002238,23.3,0.014559
1048,-32.3,0.000114,0.6,0.00309,0.4,0.002851,17.0,0.00242,3.5,0.004499,4.8,0.002207,22.2,0.013938
1049,-33.6,0.000106,0.0,0.00296,-0.5,0.00287,16.0,0.002388,3.7,0.004483,4.2,0.002063,22.8,0.013587
1050,-34.9,9.6e-05,-0.5,0.003123,-1.5,0.002903,16.0,0.002268,3.3,0.004355,3.7,0.002138,22.2,0.013091
1051,-36.2,8.8e-05,-1.1,0.003143,-2.4,0.002935,15.0,0.002014,3.1,0.004336,3.1,0.002329,21.7,0.013017
1052,-36.6,8.5e-05,-1.0,0.003193,-3.1,0.002764,14.3,0.001496,3.0,0.0044,3.0,0.002452,21.7,0.013004
1053,-37.0,8.2e-05,-0.8,0.003278,-3.7,0.002654,13.7,0.001439,2.8,0.004368,3.0,0.002452,22.2,0.013078
1054,-37.4,7.8e-05,-0.7,0.003333,-4.4,0.002475,13.0,0.001571,2.7,0.004337,1.9,0.002524,22.2,0.013078
1055,-38.3,7e-05,-1.4,0.003055,-4.5,0.002479,12.0,0.001563,2.6,0.004348,2.0,0.002454,22.2,0.012571
1056,-39.1,6.4e-05,-2.0,0.002768,-4.5,0.002479,11.8,0.001543,2.5,0.004394,1.0,0.002444,22.2,0.012065
1057,-40.0,5.8e-05,-2.7,0.00246,-4.6,0.002433,11.0,0.001724,2.4,0.004327,0.5,0.002435,21.7,0.011707
1058,-40.2,5.5e-05,-2.8,0.002388,-3.8,0.002631,10.0,0.001693,2.4,0.004235,0.0,0.002235,21.7,0.011719
1059,-40.4,5.3e-05,-2.9,0.002368,-3.1,0.002792,10.1,0.00154,2.2,0.00417,0.0,0.002048,21.7,0.011719
1060,-40.6,5e-05,-3.0,0.002301,-2.3,0.00299,10.0,0.001691,1.9,0.004078,-0.8,0.002197,21.7,0.011719
1061,-40.4,5.1e-05,-2.9,0.002301,-2.3,0.00299,10.0,0.001853,1.7,0.004102,-1.0,0.002264,21.7,0.01221
1062,-40.1,5.2e-05,-2.9,0.002319,-2.3,0.00299,9.7,0.002051,1.7,0.003958,-1.0,0.002262,21.7,0.01221
1063,-39.9,5.4e-05,-2.8,0.002319,-2.3,0.00299,11.0,0.001892,1.5,0.004012,-1.0,0.002193,21.1,0.012538
1064,-39.7,5.5e-05,-2.6,0.002265,-2.1,0.003041,11.0,0.001891,1.3,0.004159,-1.0,0.002262,22.2,0.01174
1065,-39.6,5.5e-05,-2.4,0.002258,-2.0,0.003067,11.3,0.001665,1.5,0.004063,-1.0,0.002259,23.9,0.012102
1066,-39.4,5.7e-05,-2.2,0.002233,-1.8,0.003119,12.0,0.001836,2.3,0.003966,-0.1,0.002175,23.9,0.012102
1067,-38.5,6.3e-05,-1.6,0.002171,-1.5,0.003198,13.0,0.001372,2.3,0.004116,1.0,0.00208,25.0,0.012144
1068,-37.6,7e-05,-1.1,0.002107,-1.3,0.003252,14.1,0.001581,2.6,0.00407,3.0,0.002077,24.4,0.012105
1069,-36.7,7.8e-05,-0.5,0.002042,-1.0,0.003338,16.0,0.00143,3.3,0.004113,3.6,0.002022,25.6,0.012204
1070,-35.2,9.4e-05,-1.4,0.002054,-0.7,0.003422,17.0,0.001397,4.0,0.004146,4.0,0.002082,26.1,0.012151
1071,-33.6,0.000115,-2.3,0.002064,-0.5,0.003483,18.5,0.001116,2.8,0.004088,5.0,0.002074,23.3,0.013148
1072,-32.1,0.000137,-3.2,0.002092,-0.2,0.003571,19.0,0.001008,4.1,0.003932,5.3,0.002009,24.4,0.011743
1073,-32.1,0.000137,-3.3,0.00218,0.2,0.00365,18.0,0.000946,3.4,0.00374,5.0,0.001914,23.9,0.011764
1074,-32.0,0.000139,-3.5,0.002247,0.7,0.003825,17.4,0.001041,2.7,0.003604,4.0,0.001883,23.3,0.01223
1075,-32.0,0.000139,-3.6,0.002338,1.1,0.003941,17.0,0.001015,2.0,0.003222,3.3,0.002027,22.8,0.012209
1076,-31.6,0.000143,-2.9,0.002416,1.5,0.003932,15.0,0.001003,1.5,0.003086,3.0,0.002077,22.8,0.012209
1077,-31.2,0.000149,-2.3,0.002443,2.0,0.003947,15.0,0.001003,0.3,0.003183,3.0,0.002447,22.8,0.012209
1078,-30.8,0.000155,-1.6,0.002467,2.4,0.003977,14.0,0.000836,-0.4,0.003057,1.8,0.002501,22.8,0.012209
1079,-30.8,0.000156,-1.2,0.002408,3.0,0.004012,13.0,0.000881,-0.3,0.00315,2.0,0.002451,22.8,0.012209
1080,-30.7,0.000159,-0.9,0.002321,2.7,0.003885,11.0,0.001202,-1.2,0.003176,1.0,0.002442,22.2,0.011763
1081,-30.7,0.000162,-0.5,0.002263,2.5,0.003875,10.0,0.00201,-1.5,0.002787,0.7,0.00231,21.7,0.012234
1082,-31.0,0.000154,0.1,0.002146,2.4,0.003851,10.0,0.001849,-1.4,0.003176,0.0,0.002233,22.2,0.012125
1083,-31.4,0.000146,0.7,0.002241,2.4,0.003895,9.8,0.001824,-2.7,0.002647,0.0,0.002233,20.6,0.013584
1084,-31.7,0.000142,1.3,0.002463,2.3,0.003871,10.0,0.001849,-1.9,0.002924,-0.4,0.002124,20.6,0.013122
1085,-31.9,0.000139,1.3,0.00241,2.3,0.003879,10.0,0.001849,-3.8,0.002624,-1.0,0.002262,20.6,0.013122
1086,-32.1,0.000136,1.4,0.002484,2.2,0.003899,9.2,0.001674,-2.5,0.00258,-1.0,0.002262,20.6,0.01266
1087,-32.3,0.000133,1.4,0.002693,2.2,0.003899,8.0,0.001822,-3.9,0.003134,-0.8,0.002195,21.1,0.013051
1088,-32.4,0.000131,1.2,0.002493,2.1,0.003963,9.0,0.001723,-4.1,0.003278,-1.0,0.002262,22.2,0.013117
1089,-32.6,0.000129,1.0,0.002399,2.1,0.004054,12.5,0.001894,-1.8,0.002953,-1.0,0.002262,23.3,0.012591
1090,-32.7,0.000127,0.8,0.002449,2.0,0.004069,15.0,0.001559,-0.2,0.003664,0.4,0.002338,24.4,0.012503
1091,-32.0,0.000137,1.0,0.002275,2.4,0.004053,17.0,0.001391,1.5,0.003534,2.0,0.002235,24.4,0.012516
1092,-31.2,0.000149,1.1,0.002242,2.8,0.004082,18.4,0.001383,2.8,0.003459,3.0,0.002264,25.0,0.011791
1093,-30.5,0.000161,1.3,0.002382,3.2,0.004058,20.0,0.001223,3.8,0.00297,4.1,0.002197,25.0,0.012192
1094,-29.4,0.00018,1.0,0.0019,3.2,0.004062,21.0,0.00114,3.5,0.002684,5.0,0.002076,25.0,0.011391
1095,-28.2,0.000204,0.6,0.001587,3.2,0.00411,21.7,0.001359,3.5,0.003058,5.0,0.002078,24.4,0.010994
1096,-27.1,0.000231,0.3,0.001507,3.2,0.004114,22.0,0.001384,3.8,0.002824,5.4,0.002134,25.0,0.011002
1097,-27.6,0.000217,0.1,0.00135,3.0,0.004102,20.0,0.001223,2.6,0.003039,5.0,0.002236,23.9,0.010653
1098,-28.0,0.000208,-0.1,0.00162,2.7,0.004065,18.8,0.000993,1.7,0.00289,3.0,0.002266,23.9,0.011026
1099,-28.5,0.000198,-0.3,0.001683,2.5,0.004053,17.0,0.000632,1.7,0.002904,1.9,0.002524,22.8,0.011356
1100,-28.7,0.000194,-0.4,0.001614,1.9,0.004012,16.0,0.000593,1.4,0.002692,1.0,0.002446,22.8,0.011356
1101,-29.0,0.00019,-0.4,0.001523,1.3,0.003925,15.4,0.00057,0.5,0.002857,0.0,0.002462,22.8,0.011356
1102,-29.2,0.000186,-0.5,0.00146,0.7,0.003842,14.2,0.000739,-0.8,0.00281,-0.8,0.002479,22.8,0.012233
1103,-29.4,0.000183,-1.1,0.001352,0.6,0.003814,13.0,0.001173,-1.0,0.002851,-1.0,0.002438,22.8,0.011882
1104,-29.5,0.000178,-1.7,0.00125,0.5,0.003786,12.2,0.001672,-1.2,0.002827,-2.0,0.002465,22.2,0.011798
1105,-29.7,0.000175,-2.3,0.001147,0.4,0.003798,11.6,0.001786,-1.6,0.002757,-1.9,0.002454,22.8,0.011894
1106,-29.8,0.000173,-2.9,0.001115,-0.1,0.003661,11.0,0.002233,-1.7,0.002767,-2.0,0.002465,22.8,0.011378
1107,-29.9,0.000173,-3.5,0.001067,-0.7,0.003483,10.3,0.002625,-2.0,0.002805,-2.0,0.002465,22.2,0.011302
1108,-30.0,0.000172,-4.1,0.001011,-1.2,0.003341,10.0,0.002653,-2.5,0.002805,-2.0,0.002467,22.8,0.01139
1109,-29.8,0.000175,-4.3,0.001063,-1.6,0.003231,9.0,0.002854,-2.6,0.002765,-2.0,0.002467,22.2,0.011313
1110,-29.7,0.000175,-4.6,0.001106,-2.0,0.003125,8.0,0.002878,-2.6,0.002865,-2.0,0.002467,22.2,0.01181
1111,-29.5,0.000178,-4.8,0.001178,-2.4,0.003021,7.0,0.002884,-2.1,0.00299,-2.3,0.002406,22.2,0.011798
1112,-29.1,0.000191,-4.2,0.001202,-1.6,0.003231,9.0,0.002854,-1.4,0.003143,-3.0,0.002239,22.8,0.011356
1113,-28.7,0.000204,-3.7,0.001196,-0.9,0.003426,13.0,0.003137,-0.6,0.003198,-3.0,0.002239,23.9,0.011776
1114,-28.3,0.000219,-3.1,0.001209,-0.1,0.003665,14.0,0.003142,0.0,0.003052,-3.0,0.002239,25.0,0.011791
1115,-27.3,0.000242,-2.6,0.001222,0.3,0.003739,15.0,0.003357,1.1,0.002998,-2.0,0.002467,25.6,0.012228
1116,-26.3,0.000268,-2.0,0.001233,0.6,0.003825,17.2,0.004,0.8,0.002956,0.0,0.002467,25.6,0.01224
1117,-25.3,0.000296,-1.5,0.001247,1.0,0.003905,19.0,0.004051,1.9,0.002852,1.0,0.00225,26.7,0.012191
1118,-24.8,0.000304,-1.7,0.001225,1.5,0.003887,20.0,0.004007,1.7,0.003605,2.0,0.002073,26.1,0.012628
1119,-24.2,0.000314,-2.0,0.001214,1.9,0.003829,20.0,0.003697,2.7,0.002922,3.0,0.002087,26.1,0.013058
1120,-23.7,0.000321,-2.2,0.001193,2.4,0.003841,20.0,0.003697,0.3,0.00291,3.7,0.002144,25.6,0.013087
1121,-24.0,0.00032,-3.0,0.001262,2.5,0.00401,20.0,0.003697,0.2,0.002982,4.0,0.00209,24.4,0.013136
1122,-24.4,0.000316,-3.7,0.00134,2.5,0.004156,19.3,0.00339,0.7,0.00326,2.0,0.002246,23.9,0.012727
1123,-24.7,0.000314,-4.5,0.001405,2.6,0.004329,18.0,0.003393,0.3,0.003271,1.5,0.002293,23.3,0.012629
1124,-25.1,0.000302,-4.5,0.001393,2.5,0.004395,17.0,0.003441,0.0,0.003128,1.0,0.002252,23.3,0.012629
1125,-25.5,0.00029,-4.6,0.00135,2.3,0.004386,16.4,0.003435,-0.1,0.003082,0.0,0.002244,23.9,0.013091
1126,-25.9,0.000279,-4.6,0.00132,2.2,0.0044,15.0,0.003142,-0.5,0.003057,-1.0,0.002411,23.3,0.013538
1127,-25.8,0.000282,-4.3,0.001312,1.9,0.004306,14.0,0.003156,-0.1,0.003057,-1.0,0.002446,23.3,0.014084
1128,-25.8,0.000281,-4.0,0.001294,1.6,0.004214,13.5,0.003157,-0.2,0.002806,-1.0,0.002275,22.8,0.0142
1129,-25.7,0.000284,-3.7,0.001267,1.3,0.004119,13.0,0.003157,-0.2,0.002824,-1.4,0.002267,22.8,0.0142
1130,-27.3,0.000242,-3.8,0.001226,1.4,0.00406,12.0,0.003141,-1.8,0.002978,-2.0,0.002252,22.8,0.0142
1131,-28.8,0.000207,-3.8,0.001178,1.6,0.004029,10.0,0.003155,-2.0,0.003201,-1.0,0.002277,22.8,0.014214
1132,-30.4,0.000176,-3.9,0.001138,1.7,0.003963,10.0,0.003158,-1.5,0.003366,-1.1,0.00219,22.8,0.014214
1133,-31.3,0.000156,-3.7,0.001328,1.0,0.003764,10.0,0.003402,-0.5,0.003224,-1.0,0.002277,22.8,0.014569
1134,-32.2,0.00014,-3.4,0.001499,0.4,0.003596,10.2,0.003445,-0.3,0.003278,-1.0,0.002277,22.8,0.0142
1135,-33.1,0.000124,-3.2,0.001697,-0.3,0.00344,12.0,0.003141,-0.4,0.003135,-1.3,0.002187,22.8,0.0142
1136,-32.9,0.00013,-2.7,0.001683,0.6,0.003121,12.0,0.003416,-0.2,0.003068,-1.0,0.002277,23.3,0.014632
1137,-32.8,0.000134,-2.3,0.001674,1.6,0.002883,13.6,0.003181,0.3,0.003097,-1.0,0.002277,24.4,0.014485
1138,-32.6,0.000141,-1.8,0.001658,2.5,0.002755,15.0,0.002923,0.9,0.002945,-0.5,0.002338,25.6,0.014537
1139,-29.8,0.000189,-1.1,0.001833,2.9,0.002555,16.0,0.003117,1.4,0.002675,1.0,0.002256,26.7,0.014642
1140,-27.0,0.000249,-0.4,0.002036,3.4,0.002548,18.4,0.002933,2.5,0.002581,3.0,0.002278,26.7,0.014209
1141,-24.2,0.000329,0.3,0.002209,3.8,0.002671,20.0,0.002935,3.0,0.002953,4.5,0.00212,26.7,0.011315
1142,-24.3,0.000309,0.5,0.002021,3.9,0.00254,21.0,0.003126,3.0,0.003356,5.0,0.002249,26.7,0.014223
1143,-24.4,0.00029,0.6,0.00204,4.1,0.002624,22.8,0.002935,1.7,0.00306,6.0,0.001893,26.7,0.013552
1144,-24.5,0.000274,0.8,0.002219,4.2,0.002796,23.0,0.002967,0.9,0.003257,5.9,0.00188,26.7,0.014223
1145,-25.6,0.000257,0.5,0.002069,3.1,0.002681,22.0,0.002616,1.6,0.00293,6.0,0.001893,25.0,0.01364
1146,-26.6,0.000245,0.3,0.00208,2.1,0.00276,21.4,0.003194,1.0,0.003071,4.0,0.001746,24.4,0.013525
1147,-27.7,0.000231,0.0,0.002273,1.0,0.002912,20.0,0.003084,1.0,0.003075,2.8,0.00188,24.4,0.013525
1148,-29.1,0.0002,-0.1,0.002205,0.2,0.002825,18.0,0.004634,0.9,0.003152,2.0,0.001905,23.9,0.014061
1149,-30.6,0.000171,-0.1,0.00214,-0.6,0.002969,17.0,0.006675,1.1,0.003161,1.0,0.001894,23.9,0.014061
1150,-32.0,0.000146,-0.2,0.00203,-1.4,0.00298,15.0,0.00713,0.9,0.002653,0.2,0.0019,23.9,0.014061
1151,-33.0,0.000129,-0.2,0.002124,-2.2,0.002883,16.0,0.007127,0.4,0.002694,0.0,0.00191,23.9,0.014061
1152,-34.1,0.000112,-0.2,0.002173,-2.9,0.002807,15.6,0.007183,-0.5,0.002532,0.0,0.001722,23.9,0.014061
1153,-35.1,9.9e-05,-0.2,0.002239,-3.7,0.002681,16.0,0.007135,-0.8,0.002698,-1.0,0.001758,23.3,0.014112
1154,-34.0,0.00011,-0.2,0.002258,-3.6,0.002704,15.0,0.006686,-1.7,0.002743,-2.0,0.001904,23.9,0.014075
1155,-32.8,0.000125,-0.2,0.002287,-3.4,0.002753,15.4,0.006627,-1.4,0.002783,-3.0,0.001896,23.9,0.014075
1156,-31.7,0.00014,-0.2,0.002309,-3.3,0.002748,14.0,0.006686,-1.5,0.002562,-3.0,0.001896,23.9,0.014075
1157,-32.7,0.000126,-0.1,0.00228,-3.1,0.002827,13.0,0.006153,-1.9,0.002797,-3.0,0.001896,23.3,0.014112
1158,-33.8,0.000112,-0.1,0.00226,-2.8,0.002902,14.0,0.006679,-2.6,0.002679,-3.0,0.001896,23.3,0.014098
1159,-34.8,0.000102,0.0,0.002233,-2.6,0.002985,14.0,0.006671,-2.1,0.002916,-3.8,0.001799,23.9,0.014061
1160,-34.9,0.000101,0.4,0.002109,-2.2,0.002996,15.0,0.007115,-2.2,0.003216,-4.0,0.001742,23.3,0.014098
1161,-35.1,9.8e-05,0.7,0.002181,-1.8,0.003039,17.0,0.007065,-0.9,0.003427,-4.0,0.001903,23.9,0.014615
1162,-35.2,9.9e-05,1.1,0.002412,-1.4,0.003077,18.0,0.0067,1.0,0.003061,-2.2,0.001936,24.4,0.0145
1163,-33.5,0.000111,1.3,0.002259,-1.1,0.003127,20.0,0.007611,0.7,0.002781,-1.0,0.002071,25.0,0.014637
1164,-31.9,0.000125,1.6,0.002265,-0.7,0.003203,21.5,0.006125,1.8,0.002282,1.0,0.002099,24.4,0.0145
1165,-30.2,0.000141,1.8,0.002411,-0.4,0.003253,21.0,0.006271,3.3,0.002479,2.4,0.002099,23.3,0.014661
1166,-29.8,0.000147,1.7,0.00239,-0.3,0.003325,22.0,0.005791,2.9,0.002486,4.0,0.002103,23.3,0.014676
1167,-29.3,0.000155,1.5,0.002497,-0.3,0.003369,22.4,0.006299,3.5,0.002594,5.0,0.002096,23.3,0.014676
1168,-28.9,0.000161,1.4,0.002684,-0.2,0.003442,22.0,0.006146,3.0,0.002476,5.0,0.002042,23.3,0.015042
1169,-30.1,0.000147,1.3,0.002455,-0.7,0.003415,22.0,0.006139,2.1,0.002515,5.0,0.001934,23.3,0.015042
1170,-31.4,0.000132,1.1,0.002363,-1.1,0.00338,20.4,0.006202,1.0,0.002548,3.0,0.001914,23.3,0.015042
1171,-32.6,0.00012,1.0,0.002414,-1.6,0.003317,20.0,0.006199,-0.6,0.00257,2.0,0.001913,23.3,0.015042
1172,-34.0,0.000106,0.9,0.002325,-1.9,0.003237,19.0,0.006704,-1.1,0.002642,1.0,0.002107,23.3,0.015042
1173,-35.3,9.5e-05,0.7,0.002357,-2.3,0.003137,18.1,0.007168,-1.0,0.002823,0.0,0.002262,22.8,0.015117
1174,-36.7,8.4e-05,0.6,0.002536,-2.6,0.003062,18.0,0.006708,-1.3,0.002778,-0.4,0.002152,23.3,0.015042
1175,-37.5,7.5e-05,0.7,0.002289,-2.5,0.003091,17.0,0.00669,-1.4,0.002757,-1.0,0.002084,23.3,0.015042
1176,-38.3,6.7e-05,0.8,0.002144,-2.4,0.003117,15.0,0.006222,-1.3,0.002734,-2.0,0.001917,23.3,0.015057
1177,-39.1,5.9e-05,0.9,0.002213,-2.3,0.003146,15.0,0.006679,-2.1,0.002715,-2.0,0.001919,23.3,0.015073
1178,-39.4,5.7e-05,1.3,0.001995,-2.0,0.00323,15.0,0.007145,-2.2,0.002669,-3.0,0.001913,23.3,0.015088
1179,-39.7,5.5e-05,1.8,0.001936,-1.8,0.003285,14.0,0.007115,-2.7,0.002646,-3.0,0.001766,23.3,0.015088
1180,-40.0,5.3e-05,2.2,0.002052,-1.5,0.003365,13.0,0.007164,-2.5,0.002775,-3.2,0.001736,22.8,0.015163
1181,-40.1,5.2e-05,1.9,0.001834,-0.5,0.003282,12.0,0.00661,-2.6,0.002827,-3.6,0.001736,21.7,0.014658
